Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,type
11,15.85,0,0.11566015,1,218.3166,10,1998,2,2,0,435.4332,Train
32,12.799999999999999,0,0.075691713,6,98.241,27,1985,1,2,3,2220.4429999999998,Train
18,18.85,0,0.167844438,9,193.9136,49,1999,1,0,1,3110.6176,Train
12,6.215,1,0.049722335,0,224.5062,45,2002,2,1,1,4514.124,Train
50,18.849999999999998,0,0.14095631,3,167.7132,27,1985,1,2,3,3889.6036,Train
05,11.8,0,0.058827557,8,80.8618,49,1999,1,0,1,1288.9888,Train
56,7.325,0,0.093765794,6,90.3146,18,2009,1,2,2,1733.0774,Train
11,10.5,0,0.048092816,7,159.2946,49,1999,1,0,1,1893.5352,Train
08,15.7,1,0.018968743,6,61.9536,45,2002,2,1,1,1225.072,Train
20,20.75,0,0.024032484,6,124.973,27,1985,1,2,3,2463.46,Train
46,13.0,1,0.070444232,13,63.4484,45,2002,2,1,1,1043.9744,Train
09,13.5,1,0.125469442,13,264.491,49,1999,1,0,1,6574.775,Train
49,6.865,0,0.01405025,14,128.9652,18,2009,1,2,2,1679.1476,Train
26,7.785,0,0.139436695,4,103.0306,13,1987,0,2,1,2404.2038,Train
19,17.7,1,0.016593506,6,46.9034,35,2004,2,1,1,972.068,Train
43,20.2,0,0.124261614,9,93.6462,10,1998,2,2,0,277.6386,Train
02,7.855,0,0.011261165,3,189.5188,46,1997,2,0,1,1904.1879999999999,Train
32,6.36,0,0.120520818,6,45.906000000000006,35,2004,2,1,1,419.454,Train
34,17.0,1,0.015965308,13,229.4352,46,1997,2,0,1,4809.7392,Train
59,5.78,0,0.09638622699999999,1,163.5552,46,1997,2,0,1,1787.0072,Train
31,11.5,0,0.073029341,6,187.953,45,2002,2,1,1,2656.542,Train
55,13.599999999999998,1,0.043443752999999995,6,158.1946,27,1985,1,2,3,6942.9624,Train
08,18.2,0,0.049520592999999995,6,147.3734,18,2009,1,2,2,2375.5744,Train
52,18.25,0,0.079152918,5,223.8062,13,1987,0,2,1,4288.4178,Train
11,12.6,0,0.048741487,1,60.4194,13,1987,0,2,1,990.7104,Train
03,8.575,1,0.071958197,4,195.3794,49,1999,1,0,1,3511.4292,Train
43,18.2,0,0.162147349,6,37.719,18,2009,1,2,2,549.285,Train
14,8.115,1,0.05382735,3,155.2972,10,1998,2,2,0,311.5944,Train
39,12.65,0,0.069565759,10,52.4324,45,2002,2,1,1,571.2564,Train
29,17.599999999999998,0,0.056019324,5,40.0454,27,1985,1,2,3,419.454,Train
15,8.775,0,0.10991127199999999,4,41.9428,46,1997,2,0,1,1537.9979999999998,Train
11,5.94,1,0.029366813,1,187.7556,35,2004,2,1,1,3755.112,Train
48,18.85,0,0.055347985,0,131.5284,35,2004,2,1,1,1581.9408,Train
12,9.8,1,0.13564397244444446,0,49.2008,13,1987,0,2,1,657.8104,Train
44,12.65,1,0.156926608,6,238.3538,17,2007,2,1,1,5528.1374,Train
06,20.7,0,0.039405676,9,149.8366,18,2009,1,2,2,2267.049,Train
23,14.65,0,0.17017651600000003,7,55.2614,13,1987,0,2,1,718.3982,Train
16,6.695,0,0.033777628999999997,5,222.8456,27,1985,1,2,3,7073.4592,Train
45,15.85,0,0.057546914000000005,13,55.8956,18,2009,1,2,2,491.3604,Train
56,17.25,1,0.16009590099999998,6,61.5194,17,2007,2,1,1,1052.6298,Train
40,16.0,1,0.09983272800000001,5,87.4856,17,2007,2,1,1,263.6568,Train
39,6.32,0,0.012717946,10,40.2822,46,1997,2,0,1,628.5152,Train
19,6.525,0,0.09027863400000001,9,86.7882,35,2004,2,1,1,1975.4286,Train
34,6.695,0,0.066472248875,15,191.882,13,1987,0,2,1,3861.64,Train
22,14.85,1,0.009958940999999999,13,157.963,45,2002,2,1,1,2816.3340000000003,Train
40,17.1,0,0.032678839,5,150.7392,49,1999,1,0,1,3131.9232,Train
21,10.3,1,0.022936951625000004,6,115.0176,13,1987,0,2,1,4122.6336,Train
36,19.7,0,0.077849003,0,179.166,13,1987,0,2,1,3056.022,Train
34,10.695,1,0.011443222,13,73.5038,49,1999,1,0,1,1478.076,Train
18,7.285,0,0.031214809,9,177.1054,45,2002,2,1,1,2626.5809999999997,Train
54,17.7,0,0.051146565,9,127.3678,18,2009,1,2,2,3306.3628,Train
59,18.25,0,0.015302653000000001,13,198.0084,49,1999,1,0,1,793.6336,Train
45,5.175,1,0.04937018,13,106.7622,10,1998,2,2,0,211.7244,Train
24,5.635,0,0.08812433033333332,0,148.705,49,1999,1,0,1,1198.44,Train
46,6.035,0,0.23643360100000002,13,155.5998,10,1998,2,2,0,153.7998,Train
39,14.8,0,0.081372267,10,191.4846,18,2009,1,2,2,3057.3536,Train
52,18.25,1,0.18329488,4,111.65700000000001,46,1997,2,0,1,1537.9979999999998,Train
39,16.1,1,0.06358934,4,179.4318,18,2009,1,2,2,360.8636,Train
02,16.75,0,0.060792265,4,170.4106,18,2009,1,2,2,513.3318,Train
11,17.7,1,0.12742662800000001,15,184.3924,46,1997,2,0,1,4257.1252,Train
54,8.88,0,0.098775709,9,208.92700000000002,49,1999,1,0,1,7130.718000000001,Train
43,18.2,0,0.270300331,6,38.319,10,1998,2,2,0,109.85700000000001,Train
51,11.15,0,0.119852889,4,44.9744,13,1987,0,2,1,498.0184,Train
60,20.0,0,0.034563936,0,45.3086,17,2007,2,1,1,490.6946,Train
06,7.935,0,0.031710329,9,263.091,13,1987,0,2,1,5522.811,Train
50,20.1,0,0.074778547,4,110.7228,45,2002,2,1,1,1657.842,Train
55,13.65,1,0.013035608999999998,6,114.7834,35,2004,2,1,1,3455.502,Train
52,6.635,1,0.046277955999999995,5,36.7506,18,2009,1,2,2,75.9012,Train
52,18.25,0,0.07937949999999999,5,226.1062,45,2002,2,1,1,6771.186,Train
02,11.15,0,0.073783159,11,66.0142,17,2007,2,1,1,988.7130000000001,Train
30,19.5,0,0.01572192,9,185.6608,35,2004,2,1,1,918.804,Train
33,6.48,0,0.033952603,13,148.2076,49,1999,1,0,1,3399.5748,Train
12,11.15,1,0.10522002400000001,0,102.7648,13,1987,0,2,1,1142.5128,Train
40,5.985,0,0.09571560800000001,5,125.8678,13,1987,0,2,1,3560.6984,Train
05,7.27,0,0.046822808,8,99.3384,17,2007,2,1,1,2759.0752,Train
32,6.78,1,0.07395468533333333,6,227.5694,49,1999,1,0,1,3653.9104,Train
04,9.195,1,0.04731256,5,50.7666,18,2009,1,2,2,512.6659999999999,Train
01,19.5,1,0.077108099,14,232.8958,13,1987,0,2,1,5608.6992,Train
56,6.59,0,0.10602747400000001,6,83.9908,18,2009,1,2,2,1426.1436,Train
08,7.51,0,0.01742908,6,229.601,46,1997,2,0,1,6201.927,Train
06,13.0,0,0.073229342,9,254.1014,19,1985,2,0,0,255.0014,Train
16,15.25,0,0.157257637,5,215.0192,19,1985,2,0,0,1078.596,Train
40,8.935,0,0.039988162,5,55.7298,27,1985,1,2,3,1024.6662,Train
51,12.5,0,0.081119484,10,220.0798,35,2004,2,1,1,1322.2788,Train
41,17.0,0,0.052421981,8,123.773,18,2009,1,2,2,1231.73,Train
17,7.93,0,0.070791391,8,46.4086,27,1985,1,2,3,2007.3870000000002,Train
39,12.65,0,0.069817659,10,53.5324,17,2007,2,1,1,830.9184,Train
08,12.5,1,0.10997157800000001,6,82.7592,35,2004,2,1,1,577.9144,Train
03,18.7,1,0.09195097199999999,10,184.2292,18,2009,1,2,2,1277.0044,Train
49,11.0,1,0.133145617,3,218.4798,46,1997,2,0,1,2203.798,Train
30,16.7,0,0.046609280999999995,9,248.6776,19,1985,2,0,0,495.3552,Train
08,7.35,0,0.028652919,6,40.5454,45,2002,2,1,1,545.2902,Train
15,10.895,0,0.136696892,4,264.5568,13,1987,0,2,1,5536.7928,Train
49,17.2,1,0.012002075,3,165.3184,13,1987,0,2,1,990.7104,Train
24,15.5,1,0.025513973,0,83.7934,17,2007,2,1,1,1474.0812,Train
47,7.905,0,0.06419430400000001,7,229.4694,45,2002,2,1,1,2055.3246,Train
37,9.8,0,0.013920031999999999,14,45.006,17,2007,2,1,1,792.302,Train
40,11.6,1,0.079251097,5,79.2276,18,2009,1,2,2,649.8208,Train
12,15.849999999999998,1,0.121043709,0,59.422,27,1985,1,2,3,1078.596,Train
11,12.599999999999998,0,0.048545853,1,60.1194,27,1985,1,2,3,1114.5492,Train
06,5.825,0,0.091467933,9,159.7894,35,2004,2,1,1,1294.3152,Train
32,16.35,0,0.05807434344444445,6,196.3426,18,2009,1,2,2,1384.1982,Train
47,14.7,0,0.020916223,7,141.8128,35,2004,2,1,1,1869.5664,Train
12,11.6,0,0.03493779266666667,14,141.9154,35,2004,2,1,1,992.7078,Train
45,16.75,0,0.104768536,13,155.16299999999998,13,1987,0,2,1,2972.797,Train
35,12.5,0,0.020680498999999998,1,197.2742,13,1987,0,2,1,2587.9646,Train
03,12.6,1,0.123727659,4,253.0356,10,1998,2,2,0,254.3356,Train
18,12.35,0,0.16380550900000002,9,117.6124,13,1987,0,2,1,3910.9092,Train
48,13.35,0,0.065082452,0,93.0804,45,2002,2,1,1,2113.2492,Train
59,6.630000000000001,1,0.18212836300000002,0,165.65,19,1985,2,0,0,665.8,Train
57,20.25,1,0.01871404,6,223.4772,27,1985,1,2,3,7116.0704,Train
35,18.849999999999998,0,0.159096908,7,129.3336,19,1985,2,0,0,127.8336,Train
59,6.63,1,0.103935018,0,166.85,13,1987,0,2,1,5326.4,Train
58,6.61,1,0.029129907000000003,13,188.4898,18,2009,1,2,2,4677.245,Train
09,19.6,1,0.128011859,13,166.8816,35,2004,2,1,1,1845.5976,Train
38,13.6,1,0.11985054099999999,4,234.53,17,2007,2,1,1,6524.84,Train
46,9.5,0,0.073985248,13,252.5724,27,1985,1,2,3,3271.7412,Train
03,19.25,1,0.027233781000000002,10,197.511,17,2007,2,1,1,982.055,Train
25,5.73,0,0.079440262,14,86.7882,19,1985,2,0,0,85.8882,Train
60,20.0,1,0.060022526,0,168.7132,45,2002,2,1,1,6426.3016,Train
25,15.200000000000001,0,0.02110482,3,217.0824,27,1985,1,2,3,6769.8544,Train
57,20.75,0,0.18195852399999998,13,161.0578,10,1998,2,2,0,481.3734,Train
09,7.235,0,0.058222587,13,114.8834,49,1999,1,0,1,3340.3186,Train
05,13.5,0,0.054723717000000005,8,36.6874,27,1985,1,2,3,1058.622,Train
20,6.78,0,0.066724663,6,187.72400000000002,49,1999,1,0,1,1491.392,Train
16,7.3,0,0.144167934,5,146.3076,10,1998,2,2,0,886.8456,Train
07,12.3,0,0.052458358,9,188.753,13,1987,0,2,1,3795.06,Train
46,16.85,0,0.139985583,13,145.276,18,2009,1,2,2,2490.092,Train
22,14.65,1,0.09928629800000001,13,49.8666,49,1999,1,0,1,563.9326,Train
45,15.6,0,0.037680711,13,123.7704,35,2004,2,1,1,3129.26,Train
42,17.35,0,0.16806490899999998,9,176.2712,18,2009,1,2,2,1230.3984,Train
04,16.0,0,0.090111173,4,141.3154,49,1999,1,0,1,3261.7542,Train
45,17.0,0,0.136286138,6,170.9106,18,2009,1,2,2,1197.7742,Train
40,11.5,1,0.125857678,5,100.5358,45,2002,2,1,1,2111.2518,Train
11,5.695,1,0.067700925,1,256.5988,46,1997,2,0,1,2055.9904,Train
48,15.2,0,0.112896669,14,36.0848,46,1997,2,0,1,1193.1136,Train
12,9.1,0,0.173973652,0,126.5362,13,1987,0,2,1,1761.7068,Train
46,16.85,0,0.1453632375,13,146.076,17,2007,2,1,1,2636.5679999999998,Train
02,11.15,0,0.073516952,11,65.9142,45,2002,2,1,1,790.9704,Train
52,17.0,0,0.119285634,5,247.4434,13,1987,0,2,1,2980.1208,Train
28,7.47,1,0.153011599,5,215.2218,17,2007,2,1,1,3419.5488,Train
32,20.7,0,0.04875891,6,37.3506,46,1997,2,0,1,834.9132,Train
58,15.6,1,0.10527616199999999,13,173.2764,35,2004,2,1,1,3779.0808,Train
27,17.7,1,0.122123201,10,100.7674,45,2002,2,1,1,814.9392,Train
18,13.0,0,0.082970667,9,60.0194,49,1999,1,0,1,1114.5492,Train
02,14.0,1,0.029782937000000002,4,146.3786,45,2002,2,1,1,866.8716,Train
26,18.85,1,0.067953506,4,119.044,46,1997,2,0,1,2396.88,Train
60,15.7,0,0.03722507,14,182.4634,35,2004,2,1,1,1999.3974,Train
18,15.85,0,0.020487625,9,44.0112,46,1997,2,0,1,468.7232,Train
27,6.175,1,0.179077475,10,94.3752,46,1997,2,0,1,1342.2528,Train
25,15.200000000000001,0,0.037131628,3,216.4824,19,1985,2,0,0,218.3824,Train
51,16.0,1,0.017547958,10,48.3718,35,2004,2,1,1,614.5334,Train
07,13.15,0,0.093191195,9,158.1604,17,2007,2,1,1,1426.1436,Train
44,16.5,1,0.079875237,6,102.7332,45,2002,2,1,1,1537.9979999999998,Train
55,14.65,0,0.01125332,11,57.0614,17,2007,2,1,1,939.4438,Train
09,13.5,1,0.125170423,13,261.491,13,1987,0,2,1,3418.883,Train
38,10.1,0,0.032152004,3,50.6008,49,1999,1,0,1,404.8064,Train
48,11.85,1,0.056033565,0,51.4666,17,2007,2,1,1,974.0654,Train
58,9.285,1,0.021049215,13,161.0578,45,2002,2,1,1,2406.867,Train
55,12.8,1,0.023526504,10,223.5404,35,2004,2,1,1,5626.01,Train
06,6.235,0,0.020229757,9,260.8962,49,1999,1,0,1,5956.9126,Train
41,12.15,0,0.131445848,5,246.84599999999998,45,2002,2,1,1,6404.996,Train
05,19.599999999999998,0,0.083862625,8,44.077,19,1985,2,0,0,216.385,Train
24,12.35,1,0.18614827,0,78.2328,49,1999,1,0,1,1158.492,Train
08,9.195,1,0.20471303600000001,6,101.0016,10,1998,2,2,0,202.4032,Train
55,16.2,0,0.036057562,6,260.3278,18,2009,1,2,2,2342.9502,Train
18,7.285,0,0.031327838999999996,9,174.6054,17,2007,2,1,1,2976.7918,Train
11,7.05,1,0.055558509000000006,1,224.7088,46,1997,2,0,1,3131.9232,Train
28,7.905,0,0.0477043829,5,109.9254,19,1985,2,0,0,108.5254,Train
59,14.5,1,0.06386355099999999,1,262.3594,46,1997,2,0,1,4448.2098,Train
15,13.35,0,0.016765330000000002,4,75.7012,17,2007,2,1,1,1442.1228,Train
19,11.5,0,0.1480770922222222,6,128.4652,49,1999,1,0,1,2841.6344,Train
47,12.1,0,0.016852909,7,180.666,49,1999,1,0,1,2876.256,Train
34,11.8,1,0.094037241,13,124.5704,18,2009,1,2,2,1001.3632,Train
21,7.05,0,0.085312137,13,107.4912,18,2009,1,2,2,982.7208,Train
57,19.849999999999998,0,0.053764023,12,195.7768,27,1985,1,2,3,3547.3824,Train
42,18.75,0,0.010365546,9,207.0954,46,1997,2,0,1,3125.9309999999996,Train
03,19.25,1,0.027135522000000002,10,196.31099999999998,45,2002,2,1,1,3142.5759999999996,Train
37,16.2,0,0.06080283544444444,3,100.57,13,1987,0,2,1,1398.18,Train
57,8.31,1,0.11614859599999999,13,176.0028,18,2009,1,2,2,4427.57,Train
14,13.1,0,0.075363922,4,73.8354,17,2007,2,1,1,1956.1204,Train
09,13.5,0,0.021496402999999997,6,180.5976,46,1997,2,0,1,3078.6592,Train
09,11.15,1,0.085931544,13,169.679,46,1997,2,0,1,1018.674,Train
54,7.5,0,0.09680600800000001,9,56.2588,18,2009,1,2,2,687.1056,Train
11,10.5,0,0.04778563,7,156.5946,27,1985,1,2,3,3787.0704,Train
58,15.6,1,0.105725004,13,169.9764,18,2009,1,2,2,2748.4224,Train
21,7.049999999999999,0,0.148764535,13,111.1912,19,1985,2,0,0,109.1912,Train
20,6.78,0,0.066997921,6,186.524,17,2007,2,1,1,2609.936,Train
34,16.0,0,0.040938155,13,141.1496,35,2004,2,1,1,4516.7872,Train
38,13.799999999999999,1,0.014661762,3,89.1172,27,1985,1,2,3,2319.6472,Train
11,10.5,0,0.048213766,7,159.6946,18,2009,1,2,2,3629.2758,Train
40,17.1,0,0.032761024,5,148.8392,18,2009,1,2,2,2087.9488,Train
24,7.535,0,0.06895387800000001,14,121.64399999999999,45,2002,2,1,1,1557.9720000000002,Train
52,15.1,0,0.025988507999999997,5,146.6076,35,2004,2,1,1,2364.9216,Train
52,15.1,0,0.026140452,5,149.0076,17,2007,2,1,1,4138.6128,Train
49,10.0,0,0.025932407999999997,3,264.7226,18,2009,1,2,2,3171.8712,Train
47,20.85,0,0.09817040199999999,15,224.0746,17,2007,2,1,1,2243.746,Train
56,16.7,1,0.119439636,6,182.1976,35,2004,2,1,1,724.3904,Train
12,8.315,1,0.059540542,0,143.6444,10,1998,2,2,0,145.1444,Train
09,15.599999999999998,0,0.044122209,13,173.8054,19,1985,2,0,0,175.1054,Train
55,16.75,0,0.08130482900000001,6,258.4988,35,2004,2,1,1,4111.9808,Train
36,6.1499999999999995,0,0.081014461,0,98.8384,19,1985,2,0,0,492.69199999999995,Train
06,12.5,0,0.006775666999999999,9,42.9112,49,1999,1,0,1,1022.6688,Train
24,6.8,0,0.03749705,0,49.9034,46,1997,2,0,1,194.4136,Train
16,7.3,0,0.086060695,5,149.8076,13,1987,0,2,1,2808.3444,Train
18,15.85,0,0.020519478,9,42.5112,49,1999,1,0,1,852.2239999999999,Train
01,12.1,1,0.061163967,14,56.5614,35,2004,2,1,1,828.921,Train
15,9.195,1,0.07821891,10,107.6596,45,2002,2,1,1,323.5788,Train
19,7.59,1,0.14492016,6,174.708,13,1987,0,2,1,2942.836,Train
59,12.15,0,0.062235982999999995,15,34.5532,13,1987,0,2,1,359.532,Train
04,19.75,1,0.030166923999999998,5,179.766,10,1998,2,2,0,719.064,Train
17,18.85,0,0.016104504,8,130.2626,35,2004,2,1,1,2360.9268,Train
17,12.15,0,0.01544786,5,211.2928,13,1987,0,2,1,2735.1064,Train
45,13.1,0,0.037574137,6,174.2054,35,2004,2,1,1,3677.2134,Train
33,10.195,0,0.106876976,13,146.7076,27,1985,1,2,3,3842.9976,Train
56,8.985,0,0.32111501,6,100.77,19,1985,2,0,0,199.74,Train
25,7.895,1,0.061124625999999994,2,58.5588,13,1987,0,2,1,171.7764,Train
10,9.799999999999999,1,0.127599399,13,118.9098,19,1985,2,0,0,120.5098,Train
22,16.75,0,0.029785889,13,38.9822,49,1999,1,0,1,628.5152,Train
54,16.35,0,0.08813219655555556,9,198.21099999999998,35,2004,2,1,1,2946.165,Train
11,8.21,0,0.010762387,7,149.5392,35,2004,2,1,1,1789.6704,Train
37,15.85,0,0.108206497,14,58.3904,17,2007,2,1,1,468.7232,Train
37,16.2,0,0.063127333,3,100.47,49,1999,1,0,1,1597.92,Train
05,17.5,0,0.02687089,5,264.491,46,1997,2,0,1,3681.8740000000003,Train
36,11.150000000000002,0,0.099681705,0,107.4622,19,1985,2,0,0,317.5866,Train
04,13.65,1,0.072898645,5,198.1426,35,2004,2,1,1,1977.4260000000002,Train
04,11.35,1,0.06335453099999999,4,88.9856,45,2002,2,1,1,1230.3984,Train
38,10.8,0,0.082534287,4,191.1504,35,2004,2,1,1,4410.2592,Train
28,7.47,1,0.152024355,5,211.8218,13,1987,0,2,1,1496.0526,Train
20,19.85,0,0.045669235999999995,6,126.402,46,1997,2,0,1,1012.0160000000001,Train
29,8.39,1,0.024342577999999997,5,113.6176,17,2007,2,1,1,2862.94,Train
45,10.8,0,0.028988287999999997,13,239.2222,49,1999,1,0,1,6692.6216,Train
42,15.0,0,0.044908404000000006,8,140.2838,46,1997,2,0,1,1404.838,Train
42,17.35,0,0.168329848,9,176.7712,17,2007,2,1,1,2812.3392,Train
45,14.1,0,0.111936685,13,198.8084,10,1998,2,2,0,992.0419999999999,Train
23,19.2,1,0.005620213000000001,15,226.6062,17,2007,2,1,1,5191.2426,Train
41,15.6,0,0.117095014,5,78.067,49,1999,1,0,1,1148.505,Train
10,20.349999999999998,0,0.248301532,13,124.1072,19,1985,2,0,0,245.0144,Train
26,20.5,0,0.023274107000000002,11,154.134,17,2007,2,1,1,2909.546,Train
58,17.849999999999998,0,0.091354948,13,122.3072,19,1985,2,0,0,122.5072,Train
35,10.6,0,0.011087128,1,41.4454,35,2004,2,1,1,1468.089,Train
32,15.1,1,0.099839365,6,143.3786,35,2004,2,1,1,1733.7432,Train
40,7.035,0,0.021938403999999998,5,264.691,18,2009,1,2,2,5785.802,Train
04,16.0,0,0.090480206,4,142.4154,17,2007,2,1,1,1985.4156,Train
28,13.65,1,0.080640478,5,262.6936,46,1997,2,0,1,4175.8976,Train
42,18.85,0,0.040338009,9,246.7144,13,1987,0,2,1,6615.3888,Train
13,6.115,1,0.007043008000000001,14,190.35299999999998,35,2004,2,1,1,569.259,Train
33,8.96,1,0.069219165,6,196.5768,18,2009,1,2,2,2759.0752,Train
58,19.6,0,0.039569689,13,165.9526,35,2004,2,1,1,2631.2416,Train
34,9.195,0,0.18058808199999998,13,182.2634,10,1998,2,2,0,363.5268,Train
19,8.97,0,0.09301462,9,52.7956,46,1997,2,0,1,1037.3164,Train
18,12.35,0,0.274405193,9,117.1124,10,1998,2,2,0,355.5372,Train
52,9.3,0,0.06688712299999999,5,183.9292,49,1999,1,0,1,3283.7256,Train
04,17.7,1,0.042468412999999997,5,162.421,35,2004,2,1,1,1468.089,Train
49,7.27,0,0.071188446,14,111.9518,49,1999,1,0,1,1138.518,Train
27,20.7,1,0.191008614,4,92.8436,10,1998,2,2,0,189.0872,Train
28,16.1,1,0.15959547300000002,5,32.8558,13,1987,0,2,1,339.55800000000005,Train
33,19.349999999999998,1,0.08690553599999999,6,78.8644,19,1985,2,0,0,314.2576,Train
37,20.75,0,0.08918638699999999,2,193.3478,13,1987,0,2,1,6006.1818,Train
30,20.2,0,0.11232121800000001,9,123.6046,46,1997,2,0,1,2988.1104,Train
29,5.51,0,0.034668802,8,98.5726,17,2007,2,1,1,1761.7068,Train
20,20.2,1,0.062351684100000006,6,129.0678,17,2007,2,1,1,3560.6984,Train
57,14.7,0,0.072592873,6,48.5034,18,2009,1,2,2,874.8612,Train
60,20.0,1,0.059889718,0,168.5132,35,2004,2,1,1,2874.9244,Train
30,17.1,0,0.11240211800000001,9,112.986,10,1998,2,2,0,113.186,Train
29,11.5,0,0.029529474,8,132.6626,10,1998,2,2,0,262.3252,Train
12,11.15,1,0.10573663800000001,0,104.4648,18,2009,1,2,2,2181.1608,Train
53,16.2,0,0.044291251,5,43.3454,49,1999,1,0,1,503.3448,Train
44,16.1,0,0.100388706,6,76.0328,49,1999,1,0,1,1853.5872,Train
56,7.68,0,0.070556945,6,191.2162,27,1985,1,2,3,7504.2318,Train
01,15.0,1,0.054599767,3,59.4904,18,2009,1,2,2,644.4944,Train
47,12.8,0,0.069560905,15,263.0252,13,1987,0,2,1,2885.5772,Train
40,5.985,0,0.09322491366666667,5,125.2678,35,2004,2,1,1,1017.3424,Train
20,19.35,1,0.021453492999999997,6,120.3098,35,2004,2,1,1,2530.7058,Train
41,16.6,0,0.016276741,8,109.8596,18,2009,1,2,2,1617.894,Train
36,11.150000000000002,0,0.056656942,0,106.2622,27,1985,1,2,3,2328.9684,Train
31,11.5,0,0.072994847,6,189.253,49,1999,1,0,1,1328.271,Train
54,8.88,0,0.165073642,9,207.727,10,1998,2,2,0,209.727,Train
01,11.6,0,0.017744998999999997,3,177.9686,46,1997,2,0,1,1244.3802,Train
23,9.8,0,0.047453947,0,101.7016,17,2007,2,1,1,1518.024,Train
08,9.395,1,0.17142216600000001,6,139.1838,45,2002,2,1,1,1685.8056,Train
28,12.3,0,0.021860985,5,193.3162,46,1997,2,0,1,3078.6592,Train
36,16.1,0,0.023577297999999997,14,192.6846,46,1997,2,0,1,2866.2690000000002,Train
44,19.1,1,0.043304681,6,147.5418,10,1998,2,2,0,294.2836,Train
54,8.43,0,0.177971115,9,174.0422,49,1999,1,0,1,2069.3064,Train
59,14.5,1,0.106894492,1,260.4594,10,1998,2,2,0,1046.6376,Train
59,8.27,1,0.127927931,14,184.8924,46,1997,2,0,1,4442.2176,Train
55,7.02,0,0.081623275,6,148.0734,17,2007,2,1,1,1930.1542,Train
28,20.0,1,0.051596927,5,128.0678,45,2002,2,1,1,1780.3492,Train
49,7.81,0,0.067592098,14,246.0486,45,2002,2,1,1,7086.1094,Train
21,10.394999999999998,0,0.054670967,12,158.6604,19,1985,2,0,0,316.9208,Train
19,13.1,0,0.012089478999999998,11,189.85299999999998,13,1987,0,2,1,3415.554,Train
25,15.2,0,0.021250527999999998,3,216.5824,45,2002,2,1,1,5241.1776,Train
59,10.8,0,0.05843345,7,74.738,46,1997,2,0,1,1025.3319999999999,Train
09,12.6,0,0.05606697,12,50.7982,35,2004,2,1,1,473.3838,Train
54,12.15,0,0.029569276000000002,9,115.015,49,1999,1,0,1,2912.875,Train
21,7.42,0,0.0204332,13,248.9092,45,2002,2,1,1,5976.2208,Train
12,12.599999999999998,1,0.055213280999999996,0,172.4764,19,1985,2,0,0,687.1056,Train
25,6.885,1,0.14080050000000002,3,111.4228,17,2007,2,1,1,2984.1156,Train
05,19.599999999999998,0,0.047665717,8,42.177,27,1985,1,2,3,1255.0330000000001,Train
30,20.25,0,0.059268885,9,246.446,17,2007,2,1,1,3695.19,Train
26,15.3,1,0.084937098,3,214.0218,45,2002,2,1,1,1068.609,Train
56,9.21,0,0.008778413,6,122.4414,49,1999,1,0,1,1583.9382,Train
33,15.6,0,0.0853244211111111,13,220.4798,18,2009,1,2,2,661.1394,Train
04,15.35,0,0.013834247,5,62.7168,49,1999,1,0,1,958.752,Train
55,12.15,1,0.132351411,6,190.3872,45,2002,2,1,1,2836.308,Train
54,14.650000000000002,0,0.082955719,9,164.0552,27,1985,1,2,3,5523.4768,Train
53,11.395,0,0.009893817,8,50.3034,49,1999,1,0,1,972.068,Train
20,17.1,0,0.12496619344444444,6,111.9886,46,1997,2,0,1,3002.0922,Train
26,18.85,1,0.067940657,4,119.044,35,2004,2,1,1,1198.44,Train
06,19.6,0,0.094161662,9,251.9698,46,1997,2,0,1,4566.0564,Train
04,11.3,1,0.067107448,5,258.1962,17,2007,2,1,1,4402.9354,Train
29,12.150000000000002,0,0.018321361,5,255.3698,27,1985,1,2,3,4819.7262,Train
56,5.785,1,0.038756864,6,260.7252,46,1997,2,0,1,6033.4796,Train
07,5.82,1,0.07725473599999999,6,257.633,13,1987,0,2,1,1537.9979999999998,Train
58,9.0,0,0.08630486,13,168.0816,18,2009,1,2,2,2181.1608,Train
10,5.095,1,0.12887653699999999,13,139.1838,27,1985,1,2,3,4916.933,Train
25,7.895,1,0.061163967,2,59.2588,35,2004,2,1,1,801.6232,Train
27,13.8,0,0.058220302,4,247.4802,45,2002,2,1,1,1474.0812,Train
38,5.44,0,0.025519534,4,238.7538,49,1999,1,0,1,3605.3070000000002,Train
56,16.7,0,0.070133177,6,109.8912,13,1987,0,2,1,873.5296,Train
43,19.85,0,0.025947095,9,46.9376,13,1987,0,2,1,575.2512,Train
36,10.395,1,0.091688111,0,49.0008,17,2007,2,1,1,860.2136,Train
49,14.150000000000002,0,0.03479798869999999,14,40.5138,19,1985,2,0,0,40.6138,Train
32,18.349999999999998,1,0.165101585,6,87.7882,19,1985,2,0,0,515.3292,Train
18,15.1,0,0.059417055,9,237.9248,49,1999,1,0,1,2133.2232,Train
44,20.5,0,0.036287517000000005,6,121.2756,18,2009,1,2,2,2181.1608,Train
45,15.6,0,0.037764268999999996,13,124.9704,45,2002,2,1,1,2253.0672,Train
48,16.75,1,0.024848787999999997,14,39.9822,35,2004,2,1,1,746.3618,Train
34,10.85,0,0.162903525,13,104.9622,18,2009,1,2,2,1482.0708,Train
17,16.2,1,0.016747538,5,98.6726,17,2007,2,1,1,1272.3438,Train
